环境维度,环境分类,风格因子,周数,风格年化收益,沪深300年化收益,年化超额收益,累计相对超额收益,信息比率,胜率,风格最大回撤,相对最大回撤
波动环境,低波动,成长,321,0.02071833218261565,0.05804338978001766,-0.03167691171010064,-0.19884777885693028,-0.49534790960713826,0.48909657320872274,-0.5141200437121527,-0.29366420493958745
波动环境,低波动,红利,321,0.11308809167339162,0.05804338978001766,0.049083864645513585,0.3676297892916156,0.43911462106106913,0.5420560747663551,-0.15981160820124163,-0.16035144006534763
波动环境,低波动,低波,321,0.10380330537540106,0.05804338978001766,0.04006018810657095,0.2987089908785461,0.5898288433981028,0.5109034267912772,-0.26285477043092864,-0.10449854252679247
波动环境,低波动,质量,321,0.013590328890899395,0.05804338978001766,-0.03947366143437102,-0.23276651518881364,-0.271964019742187,0.49221183800623053,-0.33641620957319807,-0.5259262355559824
波动环境,低波动,规模,321,0.01735664847014351,0.05804338978001766,-0.036825932486732486,-0.21499765781657665,-0.3000459585182971,0.4953271028037383,-0.3389363455835298,-0.47033538819486587
波动环境,低波动,动量,321,0.11718779000784352,0.05804338978001766,0.05975177250403911,0.3990226911600614,0.6811219952970672,0.5700934579439252,-0.40040669592980394,-0.11993195996720374
波动环境,高波动,价值,321,0.0732708147789134,0.04774026819708799,0.019953222811646874,0.16022907059387448,0.20484322872640454,0.5171339563862928,-0.6971618740498758,-0.17093720924161815
波动环境,高波动,成长,321,0.0777414116349795,0.04774026819708799,0.031324080328303305,0.19038568430440517,0.4747990084871874,0.5109034267912772,-0.7469394517080338,-0.14506766505076718
波动环境,高波动,红利,321,0.05846680480316113,0.04774026819708799,0.020845687991131966,0.0648961695432575,0.17825073994939536,0.5389408099688473,-0.7131977583326546,-0.20183929885173102
波动环境,高波动,低波,321,0.10220938139364777,0.04774026819708799,0.03966002030383012,0.3673267467176964,0.4690181248333523,0.5358255451713395,-0.6426160649852894,-0.157742511379373
波动环境,高波动,质量,321,0.1491529240769789,0.04774026819708799,0.12845332036497947,0.7688447485355447,0.6560560975085242,0.5887850467289719,-0.700799894952236,-0.2905278297307563
波动环境,高波动,规模,321,0.11186476651968214,0.04774026819708799,0.09314533085047925,0.4429626561527409,0.5037669002368577,0.5919003115264797,-0.7157246650962804,-0.31673731376624725
波动环境,高波动,动量,321,-0.0034685356221926256,0.04774026819708799,-0.04183903570169447,-0.26606487543641044,-0.42064628459268993,0.49221183800623053,-0.763242701207569,-0.3261956321870175
利率方向,利率上行,价值,333,0.2277238044698453,0.23295073736099736,-0.0040400231424470275,-0.026839225438006764,-0.04997873079923482,0.5105105105105106,-0.42793710097764603,-0.2439896009511584
利率方向,利率上行,成长,333,0.24910730960052208,0.23295073736099736,0.014613252454546855,0.08694484463070529,0.2429724481541864,0.4984984984984985,-0.44536819121546944,-0.13128996320668151
利率方向,利率上行,红利,333,0.20331267717477486,0.23295073736099736,-0.01848092698458827,-0.1442851506441114,-0.20135280093131294,0.5105105105105106,-0.5033439437314495,-0.2788104122634668
利率方向,利率上行,低波,333,0.22073324480523482,0.23295073736099736,-0.014668374386245431,-0.06178219830122611,-0.202212365381034,0.4924924924924925,-0.36472113815425433,-0.21359588691329312
利率方向,利率上行,质量,333,0.1914345384162499,0.23295073736099736,-0.0173454147690897,-0.19695600880703068,-0.11194332383046379,0.5165165165165165,-0.43643621746101224,-0.5158059705969029
利率方向,利率上行,规模,333,0.15729847734341496,0.23295073736099736,-0.045722234836733294,-0.33335897808489734,-0.3127688803884355,0.4984984984984985,-0.4485691507833509,-0.5195584909444229
利率方向,利率上行,动量,333,0.26323445661432365,0.23295073736099736,0.027268382668909835,0.1681140784946078,0.34182706150661196,0.5465465465465466,-0.46030921918607093,-0.1909737631961712
利率方向,利率下行,价值,401,-0.017337342344145745,-0.056614280404062134,0.039012784560490094,0.3696547169769504,0.44266931907205087,0.4912718204488778,-0.6084148717546807,-0.23455059015615598
利率方向,利率下行,成长,401,-0.054678465528333775,-0.056614280404062134,0.0069626364345031465,0.015933364253053695,0.10850277090209205,0.5361596009975063,-0.6965973694483016,-0.24015862946107858
利率方向,利率下行,红利,401,-0.04279399265233774,-0.056614280404062134,0.015613763021627177,0.11868286085731006,0.1509080985842787,0.5037406483790524,-0.6299091844206173,-0.22407936398427908
利率方向,利率下行,低波,401,-0.025825214210082215,-0.056614280404062134,0.024879123092646213,0.2810242534001668,0.3868450777654461,0.513715710723192,-0.5963902308359452,-0.12095474510551629
利率方向,利率下行,质量,401,-0.0620590556134355,-0.056614280404062134,0.011547699455205212,-0.04365473829714206,0.06415209894350161,0.5386533665835411,-0.6259973228678208,-0.40716361175009796
利率方向,利率下行,规模,401,-0.07832077307406216,-0.056614280404062134,-0.009265450289208348,-0.16431960593111672,-0.05848293426000322,0.5286783042394015,-0.6670233819197675,-0.3809365214307242
利率方向,利率下行,动量,401,-0.045154105774146136,-0.056614280404062134,0.016722884944336915,0.09758764165807077,0.20462172372362278,0.5536159600997507,-0.6926801982034629,-0.19781064212711064
利率方向,利率震荡,价值,347,0.08364211039992986,0.12686286020323423,-0.041569780394794156,-0.22970601384805234,-0.4475766314434838,0.45244956772334294,-0.38655146174263344,-0.251265794352578
利率方向,利率震荡,成长,347,0.13649457247857644,0.12686286020323423,0.012059834721277477,0.05843866996664859,0.21655662018461225,0.48703170028818443,-0.3614402839928843,-0.11061275053536401
利率方向,利率震荡,红利,347,0.15589052438111328,0.12686286020323423,0.02784597167677898,0.1849728310467893,0.2404212721054889,0.49855907780979825,-0.34990323550059643,-0.20465065215002565
利率方向,利率震荡,低波,347,0.14458954643663202,0.12686286020323423,0.010578039051794604,0.109774781632062,0.13897299979099473,0.48703170028818443,-0.3167465571297008,-0.12338297503353901
利率方向,利率震荡,质量,347,0.3438189511507479,0.12686286020323423,0.18627710431225356,2.2380843959751884,1.2707592254210378,0.5936599423631124,-0.38169348870716613,-0.18569449730401655
利率方向,利率震荡,规模,347,0.3483190437933241,0.12686286020323423,0.18923716299645424,2.311134726022566,1.4971854274789498,0.6023054755043228,-0.36147053141195185,-0.15137109676361482
利率方向,利率震荡,动量,347,0.1309932899844708,0.12686286020323423,0.011732150769081722,0.024715420735098803,0.12222684730578348,0.5129682997118156,-0.4345062695485804,-0.20099660649187556
利率水平,中利率,价值,436,0.16884173428748772,0.2253226845910581,-0.050588017928673526,-0.3267764673243648,-0.5831470805400941,0.4334862385321101,-0.5357379901201609,-0.36291651946320713
利率水平,中利率,成长,436,0.2595365001202792,0.2253226845910581,0.030100436714412898,0.25974423237137434,0.5488832232500013,0.5481651376146789,-0.4292321891721931,-0.07691624363002103
利率水平,中利率,红利,436,0.19764199065943333,0.2253226845910581,-0.019078738670738615,-0.17435071242877376,-0.19769734117759621,0.46788990825688076,-0.4992626187523762,-0.32986635093614736
利率水平,中利率,低波,436,0.19628206472305476,0.2253226845910581,-0.030851354801543735,-0.18217863909108434,-0.47002727256469834,0.4518348623853211,-0.4464333968790667,-0.24392726768193773
利率水平,中利率,质量,436,0.3182818766161861,0.2253226845910581,0.08881170569431503,0.8461925917226474,0.5483290991537433,0.5573394495412844,-0.34551295442570196,-0.2634410901486749
利率水平,中利率,规模,436,0.33125114535315947,0.2253226845910581,0.0953651040609832,1.0041304247480656,0.6429161008933485,0.555045871559633,-0.3195165280184302,-0.25452391048069467
利率水平,中利率,动量,436,0.23759620782619617,0.2253226845910581,0.018435954416713647,0.0871582749789519,0.20656711082280815,0.5458715596330275,-0.4142501818931935,-0.19884433624959397
利率水平,低利率,价值,329,-0.004458258828494377,-0.004026518590309891,-0.0035969932067572426,-0.002739465942517838,-0.03566555594680498,0.49544072948328266,-0.299261184235879,-0.24525061276637683
利率水平,低利率,成长,329,-0.011671707885889893,-0.004026518590309891,6.0105334360049875e-05,-0.047584066967686134,0.0008617575890736178,0.5045592705167173,-0.5653573372971026,-0.3230067940483269
利率水平,低利率,红利,329,0.010269834678320544,-0.004026518590309891,0.013001209638555196,0.09436246767602996,0.10418702642094466,0.5288753799392097,-0.2730717175662989,-0.2977850994164096
利率水平,低利率,低波,329,0.014475979462274635,-0.004026518590309891,0.01333613198359113,0.12351113286357007,0.16819207997976435,0.5045592705167173,-0.2315210826007058,-0.18143481777192838
利率水平,低利率,质量,329,0.06447469193588518,-0.004026518590309891,0.07685955887794792,0.5232437461078954,0.5274765825471791,0.5319148936170213,-0.30091292105467815,-0.16921679983221838
利率水平,低利率,规模,329,0.03590390775215235,-0.004026518590309891,0.04962094370742008,0.28236397435611504,0.4596208096210879,0.5379939209726444,-0.4089677152268353,-0.16874668386455816
利率水平,低利率,动量,329,0.0335829204917395,-0.004026518590309891,0.03682486474095457,0.26429364374720254,0.41307992983040165,0.5501519756838906,-0.42424948071729596,-0.1526347161257251
利率水平,高利率,价值,328,0.07867528879308838,0.012262296056821054,0.06658021007352058,0.49306117711361663,0.941262535056785,0.5365853658536586,-0.6771267702364689,-0.06905246534521403
利率水平,高利率,成长,328,0.00892150809159764,0.012262296056821054,-0.0032855778334218385,-0.0206359252778201,-0.05807488622713983,0.4573170731707317,-0.7123053118615086,-0.19556933188980086
利率水平,高利率,红利,328,0.049768682605338066,0.012262296056821054,0.042407550179980144,0.2579547449559536,0.47835758308657605,0.5274390243902439,-0.6455544708521502,-0.11792114318419977
利率水平,高利率,低波,328,0.07343806056737767,0.012262296056821054,0.05393357425549754,0.44792071932801236,0.80529314197906,0.5579268292682927,-0.5856808467331576,-0.15774251137937256
利率水平,高利率,质量,328,0.001064552532248797,0.012262296056821054,0.007727766771937563,-0.06776011410647842,0.043404612085214664,0.5609756097560976,-0.6194524385306444,-0.45581268620824467
利率水平,高利率,规模,328,-0.028439246946347474,0.012262296056821054,-0.02171996943553866,-0.2280709564213067,-0.12626960060403813,0.5335365853658537,-0.6385884829824009,-0.46635903558329284
利率水平,高利率,动量,328,0.004032568053078167,0.012262296056821054,-0.0021958449186423893,-0.05018814175636499,-0.028478912410986726,0.5121951219512195,-0.7167476291386952,-0.22642198099555888
