日期,阶段编号,阶段名称,市场状态,阶段细分,阶段事件,市场26周收益,市场52周收益,市场26周年化波动率,市场52周最大回撤,波动环境,10年期国债收益率,13周利率变化bp,26周利率变化bp,利率方向,利率水平
2005-07-06,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.536,,,,中利率
2005-07-13,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.2273,,,,中利率
2005-07-20,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3833,,,,中利率
2005-07-27,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.5569,,,,高利率
2005-08-03,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.2242,,,,中利率
2005-08-10,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.2313,,,,中利率
2005-08-17,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3434,,,,中利率
2005-08-24,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3213,,,,中利率
2005-08-31,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.5608,,,,高利率
2005-09-07,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.4427,,,,中利率
2005-09-14,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3046,,,,中利率
2005-09-21,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3698,,,,中利率
2005-09-28,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.206,,,,中利率
2005-10-05,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.206,-33.00000000000001,,利率下行,中利率
2005-10-12,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.0104,-21.689999999999987,,利率下行,中利率
2005-10-19,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,2.9127,-47.06000000000002,,利率下行,低利率
2005-10-26,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,2.8096,-74.73,,利率下行,低利率
2005-11-02,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,2.979,-24.52000000000001,,利率下行,中利率
2005-11-09,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.1317,-9.960000000000013,,利率震荡,中利率
2005-11-16,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.5099,16.65000000000001,,利率上行,中利率
2005-11-23,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3553,3.4000000000000252,,利率震荡,中利率
2005-11-30,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.3255,-23.53000000000001,,利率下行,中利率
2005-12-07,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.269,-17.369999999999976,,利率下行,中利率
2005-12-14,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.2309,-7.37000000000001,,利率震荡,中利率
2005-12-21,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.1296,-24.020000000000017,,利率下行,中利率
2005-12-28,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,,,,,,3.1641,-4.190000000000005,,利率震荡,中利率
2006-01-04,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.12782469254353335,,0.1828169283325994,,中波动,3.072,-13.39999999999999,-46.4,利率下行,中利率
2006-01-11,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.1839536379573461,,0.19061798029505447,,中波动,3.0678,5.7399999999999896,-15.949999999999998,利率震荡,中利率
2006-01-18,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.2207123984987176,,0.18521752236951872,,中波动,2.9972,8.44999999999998,-38.610000000000035,利率震荡,中利率
2006-01-25,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.1886396263204131,,0.17435362203823068,,中波动,2.9589,14.929999999999977,-59.80000000000003,利率上行,中利率
2006-02-01,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.15241939073791033,,0.17080479504899435,,中波动,2.9589,-2.010000000000023,-26.53000000000003,利率震荡,中利率
2006-02-08,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.13531451976337583,,0.16559279179354994,,中波动,2.9715,-16.02000000000001,-25.980000000000025,利率下行,中利率
2006-02-15,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.12327804486285698,,0.1638849195061972,,低波动,2.9109,-59.90000000000002,-43.250000000000014,利率下行,低利率
2006-02-22,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.13299310454509317,,0.16185240172051357,,低波动,2.9172,-43.81000000000004,-40.41000000000001,利率下行,低利率
2006-03-01,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.14455181171641818,,0.16208371142256767,,低波动,2.9,-42.55,-66.08000000000001,利率下行,低利率
2006-03-08,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.05882078616084785,,0.1711388918138588,,中波动,2.88,-38.90000000000002,-56.269999999999996,利率下行,低利率
2006-03-15,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.042753667587503985,,0.16733948608899715,,中波动,2.91,-32.089999999999996,-39.46000000000001,利率下行,低利率
2006-03-22,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.07326039739361279,,0.1693383448707059,,中波动,2.93,-19.95999999999998,-43.98,利率下行,中利率
2006-03-29,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.16452565658747909,,0.14704524585235038,,低波动,2.94,-22.409999999999997,-26.6,利率下行,中利率
2006-04-05,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.18620401829604738,,0.1517512972541221,,低波动,2.91,-16.199999999999992,-29.59999999999998,利率下行,低利率
2006-04-12,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.21544491855012549,,0.15626138365821507,,低波动,2.98,-8.78000000000001,-3.0400000000000205,利率震荡,中利率
2006-04-19,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.23803335924760693,,0.15401255843316217,,低波动,3.01,1.2799999999999923,9.729999999999972,利率震荡,中利率
2006-04-26,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.2843305499568096,,0.14581480299971253,,低波动,3.05,9.109999999999996,24.03999999999997,利率震荡,中利率
2006-05-03,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3166913649942369,,0.13906799830086797,,低波动,3.05,9.109999999999996,7.099999999999973,利率震荡,中利率
2006-05-10,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.4280834284649253,,0.18307077323943569,,中波动,3.0,2.850000000000019,-13.169999999999993,利率震荡,中利率
2006-05-17,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5538875712711417,,0.18265228710859097,,中波动,3.0,8.910000000000018,-50.99,利率震荡,中利率
2006-05-24,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5224728039883555,,0.18519645575738636,,中波动,3.0,8.28000000000002,-35.530000000000015,利率震荡,中利率
2006-05-31,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.6143253136216635,,0.18997762426058928,,中波动,3.02,12.00000000000001,-30.54999999999999,利率上行,中利率
2006-06-07,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.6346468218616803,,0.18645897101176662,,中波动,3.05,16.999999999999993,-21.90000000000003,利率上行,中利率
2006-06-14,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.502980436780603,,0.21331260965439516,,中波动,3.09,17.99999999999997,-14.090000000000025,利率上行,中利率
2006-06-21,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5498888860065545,,0.21675130741817633,,中波动,3.15,21.999999999999975,2.0399999999999974,利率上行,中利率
2006-06-28,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5601829575495465,,0.21702205337943337,,中波动,3.15,20.999999999999996,-1.4100000000000001,利率上行,中利率
2006-07-05,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5724938507941102,0.7734973937984639,0.2172843935834552,-0.11187507159354593,中波动,3.18,27.0,10.80000000000001,利率上行,中利率
2006-07-12,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5486500593877994,0.8335298717350452,0.21435381746840387,-0.1118750715935456,中波动,3.2,22.00000000000002,13.22000000000001,利率上行,中利率
2006-07-19,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.46323309563813897,0.7861867817391359,0.23372372664567928,-0.11187507159354582,中波动,3.19,18.000000000000014,19.28000000000001,利率上行,中利率
2006-07-26,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.45084400952810144,0.7245306813346921,0.23309881454478604,-0.11187507159354582,中波动,3.25,20.000000000000018,29.110000000000014,利率上行,中利率
2006-08-02,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3435627373977983,0.5483477512501298,0.2643067219165758,-0.11187507159354582,高波动,3.25,20.000000000000018,29.110000000000014,利率上行,中利率
2006-08-09,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.28178897042752094,0.45523362939891276,0.26788450154037846,-0.12263312210347088,高波动,3.26,25.99999999999998,28.849999999999998,利率上行,中利率
2006-08-16,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.2899640527094527,0.44898829907084137,0.2681268138044237,-0.12263312210347088,高波动,3.24,24.00000000000002,32.91000000000004,利率上行,中利率
2006-08-23,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.31639699707979796,0.4914687205352781,0.26649264593964384,-0.12263312210347088,高波动,3.251,25.099999999999987,33.38000000000001,利率上行,中利率
2006-08-30,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3468100440087871,0.541493875908126,0.2686888945531814,-0.12263312210347088,高波动,3.24,22.00000000000002,34.00000000000003,利率上行,中利率
2006-09-06,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.42654797097206276,0.5104586441208021,0.2556293334542668,-0.12263312210347088,高波动,3.21,16.000000000000014,33.00000000000001,利率上行,中利率
2006-09-13,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.40399609638455725,0.46402207878353563,0.25666123772464045,-0.12263312210347088,高波动,3.18,9.00000000000003,27.0,利率震荡,中利率
2006-09-20,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.40533315344621235,0.5082884187381009,0.25673424807473255,-0.12263312210347088,高波动,3.13,-2.0000000000000018,19.99999999999997,利率震荡,中利率
2006-09-27,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.36736009061216923,0.5923259073116514,0.2575342367226227,-0.12263312210347099,高波动,3.0,-14.999999999999991,6.000000000000005,利率下行,中利率
2006-10-04,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3516381539333404,0.6033186094779799,0.25605701658139063,-0.12263312210347088,高波动,3.0,-18.000000000000014,8.999999999999986,利率下行,中利率
2006-10-11,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3436830761706031,0.6331727670733607,0.2551684612899377,-0.12263312210347077,高波动,2.97,-23.0,-0.9999999999999787,利率下行,中利率
2006-10-18,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3257948607505976,0.6413782651282758,0.25629173117702786,-0.12263312210347099,高波动,2.9535,-23.64999999999999,-5.649999999999977,利率下行,中利率
2006-10-25,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.31927057177702856,0.6943794989922256,0.25640159695733716,-0.12263312210347077,高波动,2.9498,-30.019999999999982,-10.019999999999962,利率下行,中利率
2006-11-01,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3197100568988773,0.7376508362148049,0.2563820486887275,-0.12263312210347088,高波动,2.9545,-29.55000000000001,-9.549999999999992,利率下行,中利率
2006-11-08,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.21775721326886655,0.7390588961628961,0.22489917772219514,-0.12263312210347088,中波动,2.9781,-28.189999999999984,-2.190000000000003,利率下行,中利率
2006-11-15,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.13914653911454833,0.7701056489866323,0.21373377349542483,-0.12263312210347099,中波动,2.9688,-27.120000000000033,-3.1200000000000117,利率下行,中利率
2006-11-22,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.20083257694369538,0.8282349405400307,0.22209827838121646,-0.12263312210347088,中波动,3.0518,-19.91999999999998,5.180000000000007,利率下行,中利率
2006-11-29,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.17204360252868267,0.89205965623038,0.2135803752388153,-0.12263312210347088,中波动,2.9811,-25.890000000000015,-3.8899999999999935,利率下行,中利率
2006-12-06,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.2540268271647981,1.0498909675542238,0.23112406271498792,-0.12263312210347077,中波动,2.9851,-22.489999999999988,-6.489999999999974,利率下行,中利率
2006-12-13,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.32954783702564816,0.9982843888135149,0.211521426447474,-0.12263312210347099,中波动,3.0461,-13.390000000000013,-4.389999999999983,利率下行,中利率
2006-12-20,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.35847095142453345,1.1054790295756343,0.22098972279329007,-0.12263312210347088,中波动,3.0267,-10.329999999999995,-12.329999999999997,利率下行,中利率
2006-12-27,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.33963448483551106,1.0900748925860309,0.22018955784550107,-0.12263312210347099,中波动,3.0408,4.079999999999995,-10.919999999999996,利率震荡,中利率
2007-01-03,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3246777835186536,1.0830476688666542,0.2193226525192701,-0.12263312210347088,中波动,3.0408,4.079999999999995,-13.920000000000021,利率震荡,中利率
2007-01-10,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.4235539925883254,1.2045869751636493,0.25600091366853606,-0.12263312210347088,高波动,3.0102,4.020000000000001,-18.979999999999997,利率震荡,中利率
2007-01-17,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.5746274459455305,1.3040469922076552,0.24358313257539502,-0.12263312210347088,高波动,3.0176,6.409999999999982,-17.24000000000001,利率震荡,中利率
2007-01-24,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.6872678155268295,1.4479624026266662,0.2648558312451028,-0.12263312210347088,高波动,3.0267,7.689999999999975,-22.330000000000005,利率震荡,中利率
2007-01-31,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.7753186938296734,1.3852520440352798,0.23609452635836478,-0.12263312210347088,中波动,3.0671,11.260000000000003,-18.290000000000006,利率上行,中利率
2007-02-07,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.7679115330790549,1.2660895037923416,0.2377740415415617,-0.12263312210347088,中波动,3.0704,9.229999999999983,-18.96,利率震荡,中利率
2007-02-14,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8856706818343651,1.4324473948144547,0.2540694848505578,-0.12263312210347088,高波动,3.137,16.820000000000014,-10.30000000000002,利率上行,中利率
2007-02-21,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.9644781689738562,1.5860331624660042,0.2560445114513051,-0.12263312210347099,高波动,3.137,8.519999999999994,-11.399999999999988,利率震荡,中利率
2007-02-28,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.7765708811203722,1.3927035065864581,0.28570887770169767,-0.12263312210347088,高波动,3.1466,16.549999999999976,-9.340000000000037,利率上行,中利率
2007-03-07,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8206785577424269,1.597285302339801,0.28598097322355076,-0.12263312210347088,高波动,3.19,20.489999999999988,-2.0000000000000018,利率上行,中利率
2007-03-14,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8795274114806326,1.63884914876658,0.2835233401777702,-0.12263312210347088,高波动,3.2332,18.710000000000004,5.319999999999991,利率上行,中利率
2007-03-21,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.9143232009330013,1.6902618606824218,0.28453939683450036,-0.12263312210347099,高波动,3.4,37.33,27.0,利率上行,中利率
2007-03-28,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.998684280996162,1.7329211195680303,0.2816133001244308,-0.12263312210347088,高波动,3.4245,38.37000000000002,42.45000000000001,利率上行,中利率
2007-04-04,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.0318861239806294,1.7463748096199483,0.28190704167461017,-0.12263312210347088,高波动,3.44,39.92,43.99999999999999,利率上行,中利率
2007-04-11,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.113321415267484,1.8396342202038256,0.2874684909558615,-0.12263312210347088,高波动,3.493,48.279999999999966,52.29999999999997,利率上行,中利率
2007-04-18,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.2888524489251547,2.03454881380139,0.29017536611953115,-0.12263312210347088,高波动,3.56,54.24000000000002,60.650000000000006,利率上行,高利率
2007-04-25,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.3806881714582855,2.1407718451825812,0.28799523577984243,-0.12263312210347088,高波动,3.6349,60.82000000000001,68.50999999999998,利率上行,高利率
2007-05-02,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.4159449864801297,2.1883468955722494,0.2854884734185687,-0.12263312210347088,高波动,3.6349,56.78000000000001,68.04,利率上行,高利率
2007-05-09,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.506771160399555,2.0526386625909248,0.28367790460855313,-0.12263312210347077,高波动,3.5906,52.019999999999996,61.249999999999986,利率上行,高利率
2007-05-16,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.5112315640955365,1.8606607451546444,0.2830830508081753,-0.12263312210347099,高波动,3.83,69.30000000000001,86.12000000000002,利率上行,高利率
2007-05-23,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.612141225919891,2.1367442796622464,0.2931938871503281,-0.12263312210347099,高波动,4.064,92.7,101.22,利率上行,高利率
2007-05-30,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.5512358973716833,1.9901597120560042,0.2966269009563603,-0.12263312210347088,高波动,4.07,92.34000000000005,108.89000000000001,利率上行,高利率
2007-06-06,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.1078961731442614,1.6433583500009177,0.3635759782694832,-0.12263312210347077,高波动,4.1442,95.41999999999997,115.90999999999995,利率上行,高利率
2007-06-13,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.3910060419167096,2.178956911345618,0.3907043093447358,-0.12263312210347088,高波动,4.232,99.88000000000001,118.59000000000002,利率上行,高利率
2007-06-20,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.308716085516724,2.136323737261028,0.3880721734345605,-0.12263312210347077,高波动,4.4408,104.08000000000004,141.41000000000003,利率上行,高利率
2007-06-27,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.1056990720929099,1.8208670916617984,0.41830754511069457,-0.12263312210347088,高波动,4.3985,97.40000000000002,135.77000000000004,利率上行,高利率
2007-07-04,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.9552481235949504,1.5900737505927651,0.43652500722101795,-0.132044917650184,高波动,4.4745,103.45,143.37,利率上行,高利率
2007-07-11,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.7528140243386829,1.4952254026121423,0.4238834484161856,-0.1396134159993928,高波动,4.4773,98.42999999999998,146.70999999999995,利率上行,高利率
2007-07-18,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.6773295206596384,1.6411690991253272,0.4224054948866632,-0.1396134159993927,高波动,4.4547,89.46999999999998,143.71,利率上行,高利率
2007-07-25,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.704238879450455,1.8755074112662609,0.42910932440568234,-0.1396134159993927,高波动,4.33,69.51,130.33,利率上行,高利率
2007-08-01,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8349111959691355,2.25755214772137,0.42470043296872234,-0.1396134159993928,高波动,4.2857,65.08000000000003,121.86000000000004,利率上行,高利率
2007-08-08,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.9824998447879802,2.504884339928106,0.41936458376606867,-0.13961341599939292,高波动,4.3166,72.60000000000004,124.62000000000005,利率上行,高利率
2007-08-15,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8565653452321298,2.500870840413924,0.41078583759592574,-0.1396134159993928,高波动,4.3541,52.40999999999998,121.70999999999998,利率上行,高利率
2007-08-22,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8377120923537709,2.6101452862882497,0.4095849476351768,-0.1396134159993927,高波动,4.227,16.300000000000026,109.00000000000003,利率上行,高利率
2007-08-29,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.0322543583543888,2.610443916082373,0.388336566637686,-0.1396134159993928,高波动,4.2766,20.65999999999999,113.00000000000003,利率上行,高利率
2007-09-05,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,1.0329402423185656,2.701330708361106,0.38835296882434156,-0.1396134159993928,高波动,4.244,9.980000000000011,105.39999999999998,利率震荡,高利率
2007-09-12,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8883951477834897,2.5492904439660893,0.40143797942753545,-0.1396134159993928,高波动,4.3788,14.679999999999982,114.56,利率上行,高利率
2007-09-19,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.923906461858504,2.6829787763606565,0.40403330404052273,-0.13961341599939292,高波动,4.5474,10.659999999999936,114.73999999999998,利率上行,高利率
2007-09-26,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.8305740722049584,2.6587396233151837,0.40701211222227357,-0.13961341599939292,高波动,4.445,4.649999999999999,102.05000000000001,利率震荡,高利率
2007-10-03,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.7979151835305689,2.6531589135098494,0.40654784785633985,-0.1396134159993928,高波动,4.445,-2.9499999999999638,100.50000000000003,利率震荡,高利率
2007-10-10,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.727002289066248,2.649710921699668,0.4014226635835562,-0.1396134159993928,高波动,4.3737,-10.359999999999925,88.07000000000005,利率下行,高利率
2007-10-17,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.6147842684625926,2.696002927356419,0.3937261825747655,-0.1396134159993927,高波动,4.45,-0.46999999999997044,89.00000000000001,利率震荡,高利率
2007-10-24,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.4704864965183966,2.5007698085504826,0.4027214234228813,-0.13961341599939292,高波动,4.485,15.500000000000025,85.01000000000003,利率上行,高利率
2007-10-31,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.44275098404516067,2.4856070066431797,0.40336755944493624,-0.13961341599939292,高波动,4.4937,20.79999999999993,85.87999999999995,利率上行,高利率
2007-11-07,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.3082869503178449,2.279575996583859,0.41047153160171973,-0.1396134159993928,高波动,4.5441,22.750000000000004,95.35000000000005,利率上行,高利率
2007-11-14,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.2572807489116773,2.1573231015966785,0.4180254182371641,-0.1396134159993927,高波动,4.5922,23.81000000000002,76.22,利率上行,高利率
2007-11-21,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.16251517783986036,2.036653821793093,0.40051418578690856,-0.1396134159993928,高波动,4.545,31.79999999999996,48.09999999999999,利率上行,高利率
2007-11-28,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.07847706131584076,1.751449393320895,0.41409373822071244,-0.18674677056857036,高波动,4.5089,23.22999999999995,43.889999999999944,利率上行,高利率
2007-12-05,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.27241034854024604,1.6821089043571402,0.3770903379472185,-0.18674677056857014,高波动,4.5096,26.560000000000006,36.54000000000002,利率上行,高利率
2007-12-12,1.0,股改后全面牛市,牛市,显著上行,股权分置改革、企业盈利改善、居民资金入市,0.17480307555706465,1.8089612517192744,0.33412692327859705,-0.18674677056857025,高波动,4.5118,13.3,27.979999999999983,利率上行,高利率
