日期,阶段编号,阶段名称,市场状态,阶段细分,阶段事件,市场26周收益,市场52周收益,市场26周年化波动率,市场52周最大回撤,波动环境,10年期国债收益率,13周利率变化bp,26周利率变化bp,利率方向,利率水平
2015-05-27,7.0,杠杆资金与成长牛市,牛市,显著上行,流动性宽松、互联网产业叙事、杠杆资金入市,0.9970600449473899,1.6336561599345298,0.2359848036523221,-0.03997956316260054,中波动,3.5055,15.649999999999986,-1.7300000000000093,利率上行,中利率
2015-06-03,7.0,杠杆资金与成长牛市,牛市,显著上行,流动性宽松、互联网产业叙事、杠杆资金入市,0.9497287999365194,1.73179570954906,0.23325690445700203,-0.03997956316260054,中波动,3.6111,22.420000000000016,-1.2700000000000156,利率上行,高利率
2015-06-10,7.0,杠杆资金与成长牛市,牛市,显著上行,流动性宽松、互联网产业叙事、杠杆资金入市,0.9377080968152551,1.7389089783829186,0.2336210165283206,-0.03997956316260043,中波动,3.5912,14.460000000000006,-11.98999999999999,利率上行,高利率
2015-06-17,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.798704280745113,1.6631148406164238,0.2400586571976216,-0.03997956316260065,中波动,3.6052,5.3300000000000125,-13.249999999999984,利率震荡,高利率
2015-06-24,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.762691684097182,1.5323941332892361,0.25185571319846534,-0.08052022003697412,高波动,3.6079,10.420000000000007,1.0399999999999743,利率上行,高利率
2015-07-01,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.4830657663102025,1.1498920957659813,0.3288242291557069,-0.19830152786955335,高波动,3.6127,1.29999999999999,-0.9200000000000319,利率震荡,高利率
2015-07-08,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.12943627384465617,0.6854749137683673,0.4597493340280866,-0.36857484385102823,高波动,3.4307,-26.31000000000001,-21.01000000000002,利率下行,中利率
2015-07-15,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.2950804553123918,0.8787723372796292,0.48420184770056496,-0.3685748438510281,高波动,3.5495,-4.590000000000005,0.8399999999999963,利率震荡,中利率
2015-07-22,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.3620675558877804,0.9930033180405531,0.489835005979625,-0.3685748438510281,高波动,3.5145,10.930000000000017,4.72999999999999,利率上行,中利率
2015-07-29,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.2448340677847607,0.792384810540961,0.5007529917849962,-0.3685748438510281,高波动,3.4302,3.0200000000000227,-4.649999999999999,利率震荡,中利率
2015-08-05,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.2689456834211439,0.7594352543500211,0.499114779098523,-0.368574843851028,高波动,3.4701,1.4100000000000001,1.1200000000000099,利率震荡,中利率
2015-08-12,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.34827890597241407,0.8370934610345835,0.5020022658588731,-0.3685748438510281,高波动,3.5402,14.000000000000012,14.469999999999983,利率上行,中利率
2015-08-19,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.235846434854716,0.7233971734496791,0.5071921121954647,-0.3685748438510281,高波动,3.5201,9.189999999999987,12.45999999999996,利率震荡,中利率
2015-08-26,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.009373865102784151,0.4008672626219809,0.5882331723038013,-0.43029746827066473,高波动,3.429,-7.6500000000000234,7.999999999999963,利率震荡,中利率
2015-09-02,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.030611345077477425,0.35432251429410955,0.5873653913258937,-0.4302974682706646,高波动,3.3002,-31.090000000000018,-8.67,利率下行,中利率
2015-09-09,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.005006182138209914,0.39804059118746715,0.5913255272189403,-0.4302974682706646,高波动,3.3478,-24.34000000000003,-9.880000000000022,利率下行,中利率
2015-09-16,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.11877691289340442,0.32671513958273457,0.5891569572124391,-0.43530934266197485,高波动,3.3103,-29.490000000000016,-24.160000000000004,利率下行,中利率
2015-09-23,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.132835702556392,0.34846480591988716,0.5862993829343816,-0.43530934266197496,高波动,3.3354,-27.249999999999996,-16.82999999999999,利率下行,中利率
2015-09-30,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.17367409659931632,0.29691926242619915,0.5846253118939089,-0.43530934266197496,高波动,3.2362,-37.64999999999996,-36.34999999999997,利率下行,中利率
2015-10-07,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.2168482568005743,0.28551032557227773,0.5782085332139191,-0.4353093426619751,高波动,3.2362,-19.449999999999967,-45.75999999999998,利率下行,中利率
2015-10-14,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.16792437230028845,0.4006224684276829,0.5922520303935174,-0.43530934266197496,高波动,3.0414,-50.810000000000024,-55.40000000000003,利率下行,中利率
2015-10-21,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.18525694094056833,0.46198873246452243,0.5889806739294778,-0.4353093426619751,高波动,3.0616,-45.290000000000006,-34.35999999999999,利率下行,中利率
2015-10-28,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.1752482577800073,0.4779783226541199,0.5899777667397609,-0.4353093426619751,高波动,2.987,-44.32000000000001,-41.29999999999998,利率下行,中利率
2015-11-04,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.16014682885662002,0.45267857333216766,0.5895981909421086,-0.4353093426619751,高波动,3.1351,-33.5,-32.089999999999996,利率下行,中利率
2015-11-11,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.14314695274551614,0.5691124587607141,0.5950132213742216,-0.43530934266197496,高波动,3.1226,-41.76000000000002,-27.760000000000005,利率下行,中利率
2015-11-18,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.18633749881327566,0.549448344608439,0.5913628966712782,-0.43530934266197496,高波动,3.1402,-37.98999999999997,-28.799999999999983,利率下行,中利率
2015-11-25,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.24161893777977594,0.51453251820477,0.5717605697187654,-0.4353093426619752,高波动,3.0853,-34.36999999999997,-42.01999999999999,利率下行,中利率
2015-12-02,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.29804943531103023,0.3686132321057871,0.5724682496884831,-0.4353093426619751,高波动,3.0454,-25.47999999999999,-56.57000000000001,利率下行,中利率
2015-12-09,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.30534245925309966,0.3460435412190419,0.5716257495197034,-0.43530934266197496,高波动,2.9968,-35.099999999999994,-59.440000000000026,利率下行,中利率
2015-12-16,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.27241761080074856,0.3087055580474505,0.5733557584562443,-0.43530934266197496,高波动,3.0007,-30.959999999999965,-60.44999999999998,利率下行,中利率
2015-12-23,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.19375552063541557,0.42116043912521506,0.5728346285611189,-0.43530934266197485,高波动,2.846,-48.93999999999998,-76.18999999999998,利率下行,低利率
2015-12-30,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.09046899259765107,0.3488943004760552,0.543951404375179,-0.4353093426619751,高波动,2.8261,-41.01000000000003,-78.66,利率下行,低利率
2016-01-06,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,0.0554237710985781,0.19203389135665327,0.4653368526445934,-0.4353093426619751,高波动,2.8861,-35.01000000000003,-54.459999999999994,利率下行,低利率
2016-01-13,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.17140853801607403,0.07309260785410343,0.46531275216503787,-0.4353093426619751,高波动,2.7237,-31.76999999999999,-82.58000000000001,利率下行,低利率
2016-01-20,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.21128089694942875,0.07428870097409401,0.45485676660986973,-0.43530934266197496,高波动,2.8114,-25.019999999999996,-70.31,利率下行,低利率
2016-01-27,8.0,去杠杆急跌,熊市,显著下行,清理场外配资、市场去杠杆、风险偏好收缩,-0.24154119760834492,-0.05584464377163789,0.46644805260478217,-0.4637843170231677,高波动,2.9016,-8.539999999999992,-52.86,利率震荡,低利率
2016-02-03,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.23397513747075716,-0.027956057300242088,0.46703970043852544,-0.4637843170231677,高波动,2.8918,-24.330000000000005,-57.830000000000005,利率下行,低利率
2016-02-10,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.2582916260267438,2.9755011240029106e-05,0.4599699081620015,-0.46378431702316725,高波动,2.8918,-23.07999999999999,-64.84,利率下行,低利率
2016-02-17,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.19620812127048204,-0.006636672306951086,0.46076836169705526,-0.4637843170231676,高波动,2.8351,-30.50999999999999,-68.49999999999996,利率下行,低利率
2016-02-24,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.024100078816941428,0.014500302826360834,0.3631342052106379,-0.463784317023168,高波动,2.8676,-21.770000000000024,-56.139999999999986,利率下行,低利率
2016-03-02,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.042855641537918765,-0.07215511778376238,0.3745390661453704,-0.4637843170231678,高波动,2.8752,-17.01999999999999,-42.499999999999986,利率下行,低利率
2016-03-09,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.08138254264841926,-0.07678377634157796,0.36700966211047487,-0.4637843170231676,高波动,2.8928,-10.40000000000001,-45.50000000000001,利率下行,低利率
2016-03-16,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.016417779906855445,-0.13324463958636013,0.35697830866458197,-0.4637843170231676,高波动,2.8054,-19.53,-50.48999999999997,利率下行,低利率
2016-03-23,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.0168820109917589,-0.11819622535528806,0.3679019857268317,-0.4637843170231676,高波动,2.8307,-1.529999999999987,-50.46999999999997,利率震荡,低利率
2016-03-30,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.028858892210986475,-0.14982724642193002,0.36699063355362893,-0.4637843170231677,高波动,2.8362,1.0099999999999998,-40.000000000000036,利率震荡,低利率
2016-04-06,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.061234672830705605,-0.16889221602896076,0.3692588725111224,-0.46378431702316747,高波动,2.8689,-1.7199999999999882,-36.73000000000002,利率震荡,低利率
2016-04-13,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.02026468687815164,-0.18478612435456454,0.34734523309537724,-0.4637843170231677,高波动,2.9271,20.339999999999982,-11.430000000000007,利率上行,中利率
2016-04-20,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.0676739233910365,-0.24039380030273494,0.34636066911342,-0.46378431702316747,高波动,2.9258,11.440000000000028,-13.57999999999997,利率上行,中利率
2016-04-27,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.10153000532443601,-0.25898530655894103,0.34447249458012763,-0.46378431702316747,高波动,2.9108,0.9199999999999875,-7.6200000000000045,利率震荡,低利率
2016-05-04,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.0852799303354076,-0.23176944878369865,0.3456795407760657,-0.4637843170231677,高波动,2.8965,0.47000000000001485,-23.859999999999992,利率震荡,低利率
2016-05-11,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.20406729258520317,-0.31800263424211983,0.33302588803014543,-0.4637843170231676,高波动,2.9075,1.570000000000027,-21.509999999999962,利率震荡,低利率
2016-05-18,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.20532526427965814,-0.3534029669038875,0.33305494573988814,-0.46378431702316747,高波动,2.955,11.98999999999999,-18.520000000000003,利率上行,中利率
2016-05-25,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.22034915165205538,-0.4087275614689869,0.32963400135352405,-0.4637843170231676,高波动,2.9401,7.250000000000023,-14.52,利率震荡,中利率
2016-06-01,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.14942792617979994,-0.4029404524732425,0.3299103123509415,-0.4637843170231677,高波动,2.9952,12.00000000000001,-5.01999999999998,利率上行,中利率
2016-06-08,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.14764305696255486,-0.40790382211106246,0.3300748243099879,-0.451351249586312,高波动,3.0077,11.49,1.089999999999991,利率上行,中利率
2016-06-15,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.19178031821373942,-0.41195359292809386,0.3289852819439322,-0.416827107390665,高波动,2.9604,15.49999999999998,-4.0300000000000225,利率上行,中利率
2016-06-22,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.2094917940701324,-0.3626571230766421,0.3233547561318541,-0.33115042423383434,高波动,2.9307,9.999999999999964,8.469999999999978,利率震荡,中利率
2016-06-29,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.17728466615578786,-0.2517148936033139,0.3261436267267832,-0.28779471348639796,高波动,2.8586,2.2400000000000198,3.2500000000000195,利率震荡,低利率
2016-07-06,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.08184336109835566,-0.0309556577112311,0.3061759826358787,-0.28779471348639785,高波动,2.8365,-3.2399999999999984,-4.959999999999987,利率震荡,低利率
2016-07-13,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.0635583929340755,-0.11874459629347955,0.25286195246867876,-0.28779471348639807,高波动,2.8494,-7.769999999999966,12.570000000000014,利率震荡,低利率
2016-07-20,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.04502522058156022,-0.17576864535768644,0.2525722093384189,-0.28119826252971714,高波动,2.7996,-12.620000000000031,-1.1800000000000033,利率下行,低利率
2016-07-27,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.1429307596357141,-0.13313410483011168,0.20774203037990593,-0.2811982625297169,中波动,2.7967,-11.410000000000009,-10.490000000000022,利率下行,低利率
2016-08-03,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.1032928599866969,-0.15485023859919533,0.21202593529519692,-0.28119826252971725,中波动,2.7718,-12.470000000000026,-12.00000000000001,利率下行,低利率
2016-08-10,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.10564231573444816,-0.17993583580057693,0.21241906746569902,-0.27667983157051346,中波动,2.695,-21.250000000000036,-19.680000000000007,利率下行,低利率
2016-08-17,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.09974590156999574,-0.11603317565196558,0.2109330758479904,-0.27667983157051357,中波动,2.6901,-26.48999999999999,-14.500000000000002,利率下行,低利率
2016-08-24,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.07163676522174067,0.09746329572671675,0.2102058189478264,-0.2766798315705137,中波动,2.7301,-20.999999999999996,-13.749999999999973,利率下行,低利率
2016-08-31,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.1403021092393666,0.0914337308008717,0.186981998228554,-0.27667983157051357,中波动,2.7425,-25.269999999999992,-13.269999999999982,利率下行,低利率
2016-09-07,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.14126749080939316,0.0483882405653433,0.18702379663129068,-0.27667983157051346,中波动,2.7853,-22.239999999999995,-10.749999999999993,利率下行,低利率
2016-09-14,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.09973015274296282,0.08167502513829628,0.1937317793187616,-0.27667983157051357,中波动,2.7579,-20.250000000000014,-4.750000000000032,利率下行,低利率
2016-09-21,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.03463236759773647,0.05209904259995102,0.16544960089678157,-0.27667983157051357,中波动,2.7518,-17.890000000000008,-7.890000000000041,利率下行,低利率
2016-09-28,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.030102105872313656,0.05982971151199279,0.16597608752658996,-0.27667983157051346,中波动,2.7244,-13.419999999999987,-11.179999999999968,利率下行,低利率
2016-10-05,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.0030101928150532142,0.06442919381794598,0.1600828896279075,-0.27667983157051346,低波动,2.7244,-11.209999999999987,-14.449999999999985,利率下行,低利率
2016-10-12,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.020455244136031725,-0.00022396185955264603,0.16308795347965016,-0.27667983157051346,低波动,2.7098,-13.960000000000017,-21.729999999999983,利率下行,低利率
2016-10-19,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.05145307109963948,-0.019702883483227573,0.15968150328098427,-0.27667983157051346,低波动,2.6664,-13.319999999999999,-25.94000000000003,利率下行,低利率
2016-10-26,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.07407371128775164,-0.034976998338130616,0.15845949287378513,-0.2766798315705137,低波动,2.72,-7.669999999999977,-19.079999999999984,利率震荡,低利率
2016-11-02,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.050611281334887126,-0.03898477554694535,0.15734319324162216,-0.27667983157051357,低波动,2.7372,-3.459999999999974,-15.93,利率震荡,低利率
2016-11-09,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.12038135894699398,-0.10825183163624974,0.12774440188444766,-0.27667983157051346,低波动,2.7651,7.010000000000005,-14.24000000000003,利率震荡,低利率
2016-11-16,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.16252662320201616,-0.07616946293907634,0.1288795303076423,-0.27667983157051357,低波动,2.8652,17.510000000000005,-8.979999999999988,利率上行,低利率
2016-11-23,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.1591233994236101,-0.09628845829942889,0.12874737575840509,-0.27667983157051357,低波动,2.8451,11.499999999999977,-9.50000000000002,利率上行,低利率
2016-11-30,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.1159418776149217,-0.0508110028942681,0.12069944143197997,-0.27667983157051346,低波动,2.9502,20.77,-4.499999999999993,利率上行,中利率
2016-12-07,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.08931639099105304,-0.07151361097428366,0.12382288499262606,-0.27667983157051346,低波动,3.0877,30.240000000000002,8.000000000000007,利率上行,中利率
2016-12-14,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.08145893549405336,-0.12594360329008802,0.12800397807822222,-0.27667983157051357,低波动,3.2186,46.07000000000001,25.82,利率上行,中利率
2016-12-21,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.062479550074087786,-0.1601011970337598,0.12568704741061515,-0.26462146939176656,低波动,3.2815,52.970000000000006,35.08,利率上行,中利率
2016-12-28,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.032257977725916875,-0.1507455332418709,0.12216950094071767,-0.19538011729898463,低波动,3.1223,39.78999999999999,26.370000000000005,利率上行,中利率
2017-01-04,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.02454279993985775,-0.05930922639634051,0.1202141725173489,-0.09701022359041711,低波动,3.1823,45.79,34.58000000000001,利率上行,中利率
2017-01-11,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.0028433033704720057,0.06658241209739879,0.11756301241146958,-0.09701022359041711,低波动,3.2055,49.56999999999998,35.609999999999964,利率上行,中利率
2017-01-18,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.027570802269667682,0.01621303685809017,0.12728903013704504,-0.08733771778857391,低波动,3.2682,60.180000000000035,46.860000000000035,利率上行,中利率
2017-01-25,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.0021890551456491547,0.14042882117521271,0.12766989528908582,-0.08733771778857391,低波动,3.3463,62.62999999999997,54.95999999999999,利率上行,中利率
2017-02-01,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.028637828598716997,0.1348887718051841,0.1223771319032857,-0.08733771778857391,低波动,3.3463,60.909999999999975,57.45,利率上行,中利率
2017-02-08,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.009710710222655683,0.11637888787245143,0.11797883919735778,-0.08733771778857424,低波动,3.4591,69.39999999999999,76.41,利率上行,中利率
2017-02-15,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.0042804873170178,0.09503845318638304,0.11244944758898918,-0.08733771778857402,低波动,3.4058,54.059999999999995,71.57,利率上行,中利率
2017-02-22,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.016928456773009026,0.08977792187816425,0.1138468596943906,-0.08733771778857424,低波动,3.2839,43.88000000000001,55.37999999999998,利率上行,中利率
2017-03-01,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.01733293713613615,0.16006689401501606,0.11382337731340901,-0.08733771778857391,低波动,3.3252,37.5,58.269999999999996,利率上行,中利率
2017-03-08,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.010431212467030937,0.1531722944877414,0.11305069182178125,-0.08733771778857413,低波动,3.4088,32.10999999999999,62.349999999999994,利率上行,中利率
2017-03-15,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.04052850677967812,0.14430057369422244,0.10362628275625381,-0.08733771778857402,低波动,3.3524,13.379999999999992,59.45,利率上行,中利率
2017-03-22,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.0315318852643538,0.06725627670361489,0.10298472061949898,-0.08733771778857402,低波动,3.3068,2.53000000000001,55.500000000000014,利率震荡,中利率
2017-03-29,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.04219486287529173,0.0735671229771453,0.10158956094158307,-0.08733771778857413,低波动,3.2695,14.719999999999978,54.50999999999997,利率上行,中利率
2017-04-05,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.036482671442115144,0.03960268413261758,0.101588860344727,-0.08733771778857391,低波动,3.3102,12.78999999999999,58.579999999999984,利率上行,中利率
2017-04-12,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,0.020706951067533286,0.0415857609429644,0.0970822187405852,-0.08071436404398447,低波动,3.3283,12.280000000000024,61.85000000000001,利率上行,中利率
2017-04-19,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.022023729814988457,0.0282961527486012,0.10868233249480028,-0.0807143640439848,低波动,3.4065,13.829999999999965,74.00999999999999,利率上行,中利率
2017-04-26,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.04857507210896628,0.02190050331160398,0.11056298562681781,-0.08071436404398435,低波动,3.4519,10.560000000000036,73.19,利率上行,中利率
2017-05-03,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.04268394495599637,0.005767047232239975,0.11056542943578039,-0.08071436404398491,低波动,3.5219,17.56000000000002,78.47,利率上行,中利率
2017-05-10,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.07307924831205526,0.03850473141230881,0.11736410728272695,-0.10277994560195558,低波动,3.69,23.09000000000001,92.49000000000001,利率上行,高利率
2017-05-17,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.08322424483767477,0.0657762228823362,0.11267199378826966,-0.10277994560195547,低波动,3.6275,22.16999999999998,76.22999999999998,利率上行,高利率
2017-05-24,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.11696759672470858,0.02354352108565605,0.11763430370499685,-0.11696759672470802,低波动,3.6601,37.61999999999999,81.5,利率上行,高利率
2017-05-31,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.09577101929026022,0.009066986527053844,0.12360472315204847,-0.11696759672470813,低波动,3.6102,28.49999999999997,65.99999999999997,利率上行,高利率
2017-06-07,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.07767334802434578,0.004705539844980677,0.12275067449024948,-0.11696759672470869,低波动,3.6427,23.390000000000022,55.500000000000014,利率上行,高利率
2017-06-14,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.0319851793605872,0.0468682774711664,0.11399903895725642,-0.11696759672470847,低波动,3.5354,18.300000000000026,31.68000000000002,利率上行,中利率
2017-06-21,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.02268622111988794,0.03837590406574809,0.11531310716433599,-0.11696759672470824,低波动,3.5406,23.380000000000003,25.91000000000001,利率上行,中利率
2017-06-28,9.0,供给侧与核心资产阶段,牛市,显著上行,供给侧改革、盈利修复、核心资产重估,-0.008714300533638308,0.023262571479767624,0.1158638587036857,-0.11696759672470836,低波动,3.5333,26.380000000000024,41.1,利率上行,中利率
